UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL521016,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,118,84,201,8,8,16,3,0,3,0,0,0,0,0,0,5,3,9,14,25,37,156,119,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,3,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,12,35,0,3,3,181,141,321
UCL521017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,77,194,9,8,19,6,0,6,0,0,0,4,0,4,3,0,3,6,17,22,144,102,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,25,41,3,0,4,166,133,302
UCL521018,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,148,82,231,0,8,7,4,0,4,0,0,0,0,0,0,3,0,3,18,20,33,174,111,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,14,19,29,0,0,0,194,132,328
UCL521019,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,159,95,258,9,9,17,3,0,3,0,0,0,0,0,0,7,0,5,6,19,27,193,128,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,13,16,29,0,4,7,209,157,367
UCL521020,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,73,68,138,6,9,12,3,0,3,0,0,0,3,7,6,3,3,3,34,33,62,120,110,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,12,18,32,13,6,15,158,138,292
UCL521021,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,86,68,151,7,3,13,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,109,65,183,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,19,11,38,3,3,3,142,94,242
UCL521022,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,117,109,224,16,15,33,0,0,0,0,0,0,0,0,0,4,4,12,3,8,14,154,143,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,20,24,43,3,0,3,185,176,362
UCL521023,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,115,118,233,4,3,9,0,0,0,0,0,0,3,0,3,3,0,6,10,6,12,139,128,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,43,24,26,46,0,0,0,180,176,363
UCL521024,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,100,59,168,8,3,10,4,0,4,0,0,0,0,0,0,8,0,8,14,15,27,139,81,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,4,14,3,0,6,148,99,242
UCL521025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,50,113,0,3,4,8,0,8,0,0,0,0,0,6,5,0,5,10,12,17,80,63,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,10,15,0,3,3,96,83,179
UCL521026,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,72,66,142,5,17,24,4,0,4,0,0,3,6,3,5,0,0,3,65,73,142,163,161,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,15,16,29,7,7,11,192,190,378
UCL521027,3,3,9,10,0,9,0,0,0,0,0,0,0,0,0,124,96,218,7,8,16,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,154,107,267,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,16,27,44,0,3,3,184,151,337
UCL521028,0,0,0,30,3,36,0,0,0,0,0,0,0,0,0,60,45,110,3,3,13,3,0,3,0,0,0,0,0,0,4,0,4,4,14,15,105,71,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,13,27,0,0,3,127,88,219
UCL521029,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,103,103,210,4,3,12,3,0,3,0,0,0,0,0,0,3,0,7,4,3,5,135,111,246,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,14,18,38,26,61,3,0,3,177,157,334
UCL521030,0,0,0,31,0,35,0,0,0,0,0,0,0,0,0,100,77,181,16,4,23,0,0,0,0,0,0,0,0,0,5,0,4,9,8,19,165,92,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,3,0,3,9,0,11,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,9,25,5,0,6,204,112,314
UCL521031,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,98,75,169,3,7,7,8,0,8,0,0,0,4,0,3,8,0,8,10,25,34,132,107,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,16,16,32,3,0,7,162,138,302
UCL521032,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,187,136,322,11,8,19,6,0,6,3,0,3,0,0,3,0,3,4,18,27,45,229,172,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,27,45,30,26,56,5,8,13,284,235,517
UCL521033,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,92,55,148,0,3,9,13,0,13,3,0,3,0,0,5,3,0,3,12,17,34,133,80,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,12,10,22,0,0,3,145,105,254
UCL521034,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,76,65,134,7,37,45,4,0,8,0,0,0,3,0,7,3,0,7,13,15,29,113,116,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,23,19,17,39,3,3,3,152,146,297
UCL521035,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,61,42,103,4,8,12,3,0,3,0,0,0,0,0,0,6,0,3,25,31,52,101,81,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,14,3,0,4,116,86,199
UCL521036,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,9,8,14,8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,21,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,32,23,57
UCL521037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,80,183,4,3,10,6,0,6,0,0,0,0,0,0,6,0,10,0,0,3,120,86,207,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,18,30,44,4,0,4,143,131,277
UCL521038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,117,0,7,9,3,0,5,0,0,0,0,0,0,3,0,3,9,24,27,77,88,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,20,7,3,12,94,102,194
UCL521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,49,108,5,3,7,4,0,4,0,0,0,0,0,0,0,0,3,11,22,31,75,74,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,19,3,0,6,98,84,177
UCL521040,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,124,90,217,7,3,8,19,0,19,0,0,0,0,3,3,4,0,8,8,3,10,162,107,270,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,12,25,33,27,21,44,8,3,8,203,156,359
UCL521041,6,3,6,10,3,12,0,0,0,0,0,0,0,0,0,254,207,460,20,7,29,22,3,24,3,0,3,0,0,0,7,3,12,11,4,10,328,227,554,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,3,3,0,0,0,0,0,0,0,3,3,10,12,31,42,40,85,3,3,5,394,295,687
UCL521042,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,58,64,120,3,3,8,3,0,3,0,0,0,10,3,8,3,0,5,18,14,33,99,83,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,11,13,16,14,30,5,5,5,124,115,239
UCL521043,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,73,45,124,10,8,18,3,0,3,0,0,0,0,0,0,0,0,0,12,17,30,102,77,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,17,14,24,4,0,5,118,93,215
UCL521044,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,114,96,209,7,9,20,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,133,107,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,26,15,42,3,0,3,169,131,298
UCL521045,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,63,70,131,12,0,13,4,0,4,0,0,0,0,0,0,3,0,3,11,9,29,107,86,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,17,18,13,33,0,3,3,136,114,252
UCL521046,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,109,98,209,6,5,11,0,0,0,0,0,0,0,0,5,4,0,4,9,0,11,137,110,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,20,28,30,26,49,3,4,6,179,157,331
UCL521047,0,0,0,26,16,38,0,0,0,0,0,0,0,0,0,118,87,206,27,17,40,3,0,3,0,0,0,9,5,11,3,0,6,21,29,47,214,147,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,34,19,55,11,3,12,262,174,442
UCL521048,0,0,0,126,30,156,0,0,0,0,0,0,0,0,0,35,27,71,5,0,7,0,0,0,0,0,0,0,15,17,9,5,12,11,32,46,194,109,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,39,20,53,9,6,14,243,141,384
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,87,174,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,32,22,49,140,112,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,24,18,46,4,3,3,179,135,310
UCL521050,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,71,56,127,12,11,19,7,0,7,0,0,0,0,0,0,4,0,3,8,5,20,104,79,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,13,17,21,3,0,7,121,100,225
UCL521051,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,54,54,110,4,0,10,6,0,6,0,0,0,0,0,3,5,0,5,8,8,23,88,63,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,4,13,21,0,3,5,102,87,189
UCL521052,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,44,36,82,4,10,15,0,0,0,0,0,0,0,0,0,0,0,3,15,14,31,67,64,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,74,76,154
UCL521053,0,3,6,7,0,12,0,0,0,0,0,0,0,0,0,206,177,384,18,9,28,19,0,14,3,0,3,0,0,0,7,0,9,3,4,10,266,200,461,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,3,0,0,0,0,0,0,0,0,4,5,15,26,41,33,79,6,0,4,323,260,579
UCL521054,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,103,66,170,9,3,18,3,0,3,0,0,0,3,0,8,5,0,7,11,12,19,141,81,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,21,18,39,0,0,0,173,104,279
UCL521055,0,3,3,6,0,6,0,0,0,0,0,0,0,0,0,98,107,211,12,7,16,6,0,6,0,0,0,0,0,0,10,0,11,7,9,17,136,128,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,13,19,37,7,3,10,169,167,332
UCL521056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,24,8,11,24,0,0,0,0,0,0,0,0,5,0,0,0,24,31,57,55,59,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,10,0,0,0,59,60,121
UCL521057,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,129,88,221,0,3,3,6,0,6,0,0,0,7,0,7,0,0,3,14,21,36,169,114,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,11,26,29,0,0,0,186,143,330
UCL521058,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,69,73,143,5,11,13,6,0,6,0,0,0,0,0,0,3,0,3,3,3,3,91,82,173,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,20,28,3,5,6,112,114,226
UCL521059,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,122,134,254,19,12,28,9,0,9,0,0,0,0,0,0,5,0,11,0,7,3,158,154,310,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,25,27,55,0,3,4,191,191,386
UCL521060,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,46,56,99,11,16,23,0,0,0,0,0,0,0,0,3,3,3,9,14,20,40,78,98,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,19,0,3,5,89,115,208
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,28,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,29,20,46
UCL522002,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,30,52,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,36,44,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,9,9,16,0,0,0,48,53,100
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,29,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9,23,36,32,42,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,42,79
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
UCL522005,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,4,14,8,11,15,0,0,0,0,0,0,0,0,0,0,0,3,13,15,26,30,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,34,28,64
UCL522006,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,69,61,128,0,5,10,6,0,6,0,0,0,0,0,0,4,0,4,0,0,0,77,69,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14,12,18,26,0,0,0,102,89,195
UCL522007,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,45,24,71,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,57,40,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,12,4,0,5,58,50,112
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,55,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,38,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,9,8,0,0,0,47,38,83
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57,120,3,4,5,10,0,10,0,0,0,0,0,0,4,0,3,0,0,0,81,62,142,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,14,22,4,4,9,100,86,187
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,113,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,3,5,77,57,130,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,15,0,0,0,81,70,157
