UCL_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL321027,4,4,5,53,42,93,0,0,0,0,0,3,54,40,99,24,30,61,0,0,0,3,3,5,30,38,63,0,0,0,0,0,0,0,4,4,0,7,3,0,0,0,0,13,12,4,3,8,3,0,3,0,0,0,3,3,3,0,0,0,8,4,12,0,0,0,0,0,3,0,0,0,0,0,3,39,31,62,133,130,264
UCL321028,12,8,20,55,50,111,0,0,3,3,0,3,62,54,114,19,26,44,9,7,13,0,0,0,23,30,55,0,0,0,0,0,0,4,3,5,0,6,3,0,0,0,3,7,11,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,12,8,0,0,0,0,0,3,0,0,0,0,0,4,69,56,130,171,175,345
UCL321029,0,3,5,18,17,34,0,10,10,5,0,5,15,24,42,10,9,15,0,0,0,4,10,9,11,18,29,5,3,4,0,3,3,0,0,0,3,3,3,0,0,0,4,9,9,0,0,0,0,0,5,0,0,0,5,3,6,0,0,0,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,24,29,50,63,84,149
UCL321030,5,4,9,22,13,32,0,0,0,5,4,10,25,21,48,19,15,32,0,0,0,3,3,7,20,15,39,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,9,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,3,0,0,0,0,0,3,35,28,71,92,88,176
UCL321031,14,10,21,49,42,95,0,0,0,4,7,8,50,49,102,25,14,40,0,4,6,5,3,4,31,19,46,0,0,0,0,3,3,0,3,3,4,3,4,0,0,0,4,9,11,0,0,0,0,4,4,0,0,0,0,10,9,0,0,0,6,9,16,3,0,0,0,3,3,0,0,0,3,6,5,44,41,89,145,144,295
UCL321032,13,16,25,58,61,114,9,7,11,8,21,29,78,80,160,45,33,76,16,10,25,13,18,31,72,58,134,4,0,4,0,3,3,3,5,10,7,3,10,0,0,0,13,17,28,4,14,20,4,0,10,0,0,0,4,5,9,0,0,0,13,21,37,3,6,10,3,10,9,0,0,0,5,16,17,55,54,109,243,271,513
UCL321033,0,4,4,25,12,28,3,6,5,0,0,0,26,16,41,12,16,29,0,3,5,0,0,3,16,15,30,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,10,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,3,3,0,0,0,0,3,3,39,38,76,83,87,167
UCL321034,3,7,10,19,22,40,26,28,57,0,0,0,50,44,97,22,33,49,0,0,0,0,0,0,22,33,52,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,3,3,9,0,3,3,0,0,3,0,3,0,0,4,3,0,0,0,7,6,16,0,0,0,0,3,3,0,0,0,0,3,3,48,58,114,129,164,293
UCL321035,9,10,18,71,58,126,0,4,7,6,9,14,75,69,142,52,40,86,3,0,3,4,3,10,52,41,95,4,0,4,0,3,5,0,3,8,3,10,13,0,0,0,7,20,28,5,4,10,0,4,8,0,0,0,0,9,9,0,0,0,8,14,21,7,4,8,7,5,15,0,0,0,11,11,23,117,114,226,275,278,555
UCL321036,4,3,3,27,20,44,10,13,18,8,9,19,45,41,84,11,9,14,27,14,40,8,13,23,43,31,76,4,0,4,0,0,0,0,3,4,3,3,7,0,0,0,11,11,20,12,13,23,0,0,0,0,0,0,0,0,0,0,0,0,10,11,23,0,3,3,0,3,3,0,0,0,0,4,4,21,27,48,134,127,266
UCL321037,4,6,11,30,32,65,4,4,8,3,6,13,33,44,86,10,16,28,0,3,3,8,5,9,19,26,48,0,3,0,0,0,0,0,0,0,0,7,4,0,0,0,4,9,12,0,3,7,3,4,5,0,0,0,0,3,3,0,0,0,4,13,13,0,0,0,0,6,6,0,0,0,0,6,6,39,41,79,108,139,243
UCL321038,5,3,8,42,31,70,5,3,11,0,0,0,46,34,76,22,18,37,5,14,22,3,0,3,34,33,65,3,0,3,0,0,0,0,0,0,3,3,7,0,0,0,3,0,5,3,0,4,0,3,3,0,0,0,0,4,6,0,0,0,4,11,13,0,0,0,0,4,5,0,0,0,3,3,5,40,52,96,131,134,270
UCL321039,5,9,7,31,25,57,0,3,5,0,0,0,34,30,60,20,10,27,8,7,10,3,0,3,25,18,43,0,0,0,0,3,3,0,3,4,0,4,4,0,0,0,0,12,12,0,0,7,0,0,5,0,0,0,4,8,7,0,0,0,6,12,15,0,0,0,5,6,14,0,0,0,5,6,14,26,32,53,100,107,210
UCL321040,0,5,3,44,33,74,0,5,5,0,0,0,44,41,78,28,37,59,0,3,3,0,3,4,24,39,71,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,10,7,0,7,4,0,4,0,0,0,0,3,3,0,0,0,6,3,13,0,0,0,0,3,3,0,0,0,0,3,3,41,44,80,112,140,251
UCL321041,11,5,17,53,60,110,0,3,3,5,7,10,61,66,124,32,20,49,3,3,6,6,4,7,39,21,61,0,3,3,3,0,3,3,0,6,0,10,8,0,0,0,8,13,20,0,8,10,0,0,3,3,0,7,7,11,12,0,0,0,13,22,36,0,0,0,0,4,5,0,0,0,3,4,3,33,25,58,162,161,320
UCL321042,0,0,3,13,23,35,0,0,4,8,0,8,24,27,45,17,10,23,6,7,11,0,6,11,22,18,44,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,5,10,3,3,9,0,3,7,0,0,0,0,4,7,0,0,0,5,12,18,0,3,3,0,3,3,0,0,0,0,3,3,31,32,55,87,102,189
UCL321043,4,3,5,33,27,65,0,0,0,4,9,14,38,34,74,13,17,32,3,0,4,3,4,9,18,24,41,0,0,0,0,0,0,3,0,3,0,5,4,0,0,0,5,5,6,4,0,3,0,0,4,0,0,0,0,5,6,0,0,0,4,9,13,0,0,0,0,3,3,0,0,0,0,3,3,10,14,26,85,93,175
UCL321044,0,3,3,25,27,44,0,0,0,0,0,3,25,25,49,25,21,53,0,0,0,0,0,6,32,22,55,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,5,8,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,9,13,0,0,0,0,3,6,0,0,0,3,3,6,49,45,95,110,115,225
UCL321045,5,0,4,23,17,37,7,3,16,7,6,11,36,30,60,8,4,19,4,14,23,4,3,8,17,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,18,0,0,0,0,3,3,0,3,6,0,0,0,14,12,24,0,0,0,3,0,4,0,0,0,3,0,4,20,19,36,93,87,187
UCL321046,3,6,4,34,43,72,0,0,0,0,0,0,37,43,75,30,16,46,0,0,0,0,3,3,30,19,51,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,3,4,5,0,0,0,4,4,14,0,0,0,0,0,3,0,0,0,0,0,3,54,16,69,128,90,216
UCL321047,3,3,10,15,23,37,4,0,4,3,6,9,24,24,50,18,12,25,0,0,0,4,9,16,16,19,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,0,0,3,0,0,0,0,5,7,0,0,0,3,13,13,0,0,0,0,3,3,0,0,0,0,4,6,27,27,56,81,98,174
UCL321048,12,11,23,62,56,114,11,16,24,22,16,35,90,89,176,50,57,101,18,18,34,30,30,60,92,109,202,3,0,3,0,3,3,10,4,12,4,10,7,0,0,0,12,11,24,12,14,25,4,10,12,3,9,15,3,13,19,0,0,0,23,51,72,0,0,0,3,3,6,0,0,0,3,5,7,44,41,88,276,310,588
UCL321049,5,3,11,31,21,49,0,0,0,0,0,3,31,23,57,29,29,56,0,0,0,0,0,0,30,26,59,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,3,10,9,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,8,12,0,4,3,0,4,8,0,0,0,3,12,13,73,70,144,149,150,301
UCL321050,5,5,13,27,22,48,15,23,43,0,3,3,40,46,90,33,36,70,14,13,22,0,0,0,45,54,92,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,8,3,4,8,0,0,0,0,0,0,0,13,18,0,0,0,0,24,22,0,0,0,3,0,3,0,0,0,3,0,3,28,19,47,123,158,275
UCL321051,0,0,0,6,16,20,9,9,21,5,3,6,21,25,53,10,6,17,18,11,24,4,6,11,33,20,58,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,5,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,22,15,43,89,79,170
UCL321052,3,7,14,43,39,84,9,0,4,4,0,3,53,39,93,19,22,43,3,0,4,0,0,0,19,29,49,0,0,0,0,0,0,3,0,3,7,9,12,0,0,0,6,13,19,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,3,6,10,0,5,5,0,6,8,0,0,0,0,11,11,27,20,48,120,118,236
UCL321053,4,3,8,20,23,41,0,0,0,0,0,0,20,23,41,15,7,22,0,0,0,0,3,3,15,8,24,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,3,5,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,29,16,49,73,64,138
UCL321054,6,0,5,24,14,39,0,0,3,3,3,9,28,18,46,7,15,21,3,4,7,7,3,9,17,19,32,0,3,3,0,3,3,4,0,4,0,10,10,0,0,0,4,15,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,8,12,3,0,3,0,4,4,0,0,0,3,4,4,9,16,29,65,80,146
UCL321055,3,0,7,41,33,73,0,0,0,0,0,0,44,35,76,12,11,28,0,3,3,7,6,10,20,18,38,0,0,0,0,0,0,3,4,9,3,3,8,0,0,0,3,6,15,0,0,0,3,0,0,0,0,0,0,7,7,0,0,0,3,4,8,0,0,0,0,0,3,0,0,0,0,0,3,34,43,85,112,119,230
UCL321056,6,5,8,23,25,54,3,7,8,0,3,3,34,32,63,14,11,25,5,56,58,0,0,0,18,66,84,0,0,0,0,0,0,3,0,3,0,5,5,0,0,0,3,8,11,0,0,4,0,0,3,0,4,4,0,7,7,0,0,0,3,11,17,0,0,0,0,3,6,0,0,0,3,3,8,46,48,92,110,176,280
UCL321057,11,5,22,47,28,81,0,0,0,11,3,12,62,32,92,15,17,31,3,7,9,7,3,10,28,28,51,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,3,3,7,0,0,0,4,3,7,37,27,67,147,103,252
UCL321058,0,0,7,38,34,68,0,0,0,0,0,0,39,36,69,21,12,33,3,4,3,3,0,4,22,19,44,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,7,7,5,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,7,0,0,6,0,0,0,0,0,0,0,4,3,37,32,68,106,104,207
UCL321059,0,0,0,19,12,33,0,0,0,0,0,0,21,13,34,9,11,19,3,3,3,3,0,5,8,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,3,3,0,0,0,3,5,10,0,0,0,0,3,3,0,0,0,0,5,5,36,24,57,69,72,133
UCL321060,7,0,9,22,19,39,12,14,31,0,0,0,36,33,69,22,18,42,0,0,0,0,0,0,28,18,43,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,6,6,0,0,0,3,3,3,0,0,0,3,3,3,66,56,123,135,120,254
UCL321061,0,3,3,26,20,41,6,3,15,0,0,0,34,26,55,15,10,23,0,0,0,0,0,0,15,9,25,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,34,41,75,86,90,176
UCL321062,9,7,19,55,47,106,0,0,0,0,0,0,55,47,106,25,24,44,0,0,0,0,0,0,25,24,44,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,4,4,15,20,33,108,114,222
UCL321063,10,5,12,41,41,83,8,7,12,6,0,4,53,46,101,23,19,35,3,3,4,8,8,12,32,25,57,0,0,0,0,0,0,0,3,3,0,5,11,0,0,0,4,6,12,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,3,8,8,0,3,3,0,8,5,0,0,0,4,11,12,56,59,119,158,161,321
UCL321064,7,3,13,34,41,73,0,8,5,5,6,6,36,45,81,28,32,64,0,0,0,3,0,3,35,37,63,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,7,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,3,7,0,0,0,3,3,3,0,0,0,3,3,3,26,41,72,114,137,247
UCL321065,3,3,9,13,10,25,0,0,0,0,0,0,13,10,25,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,6,8,0,0,0,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,40,23,60,61,53,113
UCL321066,7,7,19,41,29,66,8,10,17,15,18,36,59,55,118,20,11,35,6,4,11,22,12,33,53,33,86,0,0,0,0,3,3,7,0,8,0,4,4,0,0,0,7,3,13,6,12,15,3,3,10,0,0,0,4,4,4,0,0,0,11,17,34,0,0,0,0,3,7,0,0,0,0,3,5,45,46,95,186,175,361
UCL321067,7,3,9,23,28,44,7,7,6,0,0,3,25,32,56,14,11,26,4,0,3,0,5,5,19,19,36,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,9,6,0,0,0,0,3,3,0,0,0,0,4,4,25,33,58,83,98,179
UCL321068,0,0,0,9,9,18,0,0,0,0,0,0,11,10,21,0,4,10,7,3,6,0,3,3,5,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,0,0,6,9,0,0,0,3,13,16,0,0,3,0,0,3,0,0,0,3,0,3,47,49,91,68,84,155
UCL321069,10,3,17,61,68,129,0,0,0,0,0,0,61,68,130,8,9,22,10,3,12,3,0,7,19,17,35,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,116,110,232
UCL321070,4,3,9,24,24,52,0,7,9,4,0,5,33,34,62,19,14,34,4,6,11,7,7,18,33,35,64,0,0,0,0,3,3,0,0,3,4,3,10,0,0,0,4,11,16,5,9,10,0,4,8,0,0,3,6,9,16,0,0,0,14,19,35,0,3,3,0,0,3,0,0,0,0,3,8,26,29,57,115,129,246
UCL321071,0,0,0,3,10,9,3,15,15,0,0,0,8,18,30,7,5,16,9,4,13,0,0,0,15,9,26,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,7,0,3,3,0,0,0,0,0,0,0,9,7,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,21,21,40,53,61,116
UCL321072,3,0,3,46,27,73,10,17,23,6,8,8,57,45,109,32,40,74,0,0,0,6,3,10,36,48,82,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,6,11,3,9,13,0,3,3,3,0,3,4,7,10,0,0,0,12,25,37,0,0,0,0,4,4,0,0,0,0,5,5,45,43,90,156,175,331
UCL321073,9,0,8,34,30,68,0,0,0,0,0,0,34,30,68,3,7,8,3,0,4,0,0,0,3,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,3,5,69,64,134,118,112,231
UCL321074,7,9,15,26,26,46,0,0,3,9,3,11,36,25,59,15,16,27,0,3,3,9,3,11,20,22,41,0,0,3,0,0,0,3,0,3,0,4,5,0,0,0,3,6,11,3,6,7,0,7,9,0,0,0,8,8,17,0,0,0,14,21,36,0,0,0,0,4,4,0,0,0,0,4,5,27,33,61,108,119,228
UCL321075,7,4,14,14,13,25,0,0,3,3,7,8,14,20,35,10,10,20,0,0,3,10,5,20,23,22,43,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,3,3,4,6,3,6,0,3,7,0,0,0,3,7,6,0,0,0,9,11,18,0,0,0,3,3,5,0,0,0,3,3,5,39,40,82,101,106,204
UCL321076,3,0,3,23,23,47,4,6,9,0,3,5,27,28,60,3,10,16,3,0,3,4,8,14,11,18,33,3,4,6,0,4,4,0,0,0,3,4,6,0,0,0,9,10,16,0,4,4,0,0,0,0,0,0,0,7,7,0,0,0,3,7,9,0,0,0,0,4,4,0,0,0,0,4,4,23,23,47,81,92,173
UCL321077,3,4,4,20,7,30,12,8,21,0,0,0,32,16,46,20,6,28,4,7,11,0,0,0,22,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,4,9,0,5,8,0,0,0,0,0,0,0,6,4,14,9,21,74,53,128
UCL321078,4,8,13,49,45,91,3,0,3,8,3,9,59,46,104,22,13,41,4,0,3,3,10,15,27,24,54,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,5,4,13,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,3,3,0,0,0,0,3,3,23,32,58,125,129,254
UCL321079,7,3,8,53,41,90,0,0,0,0,0,0,50,44,94,29,31,59,3,0,3,0,0,0,29,34,65,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,8,11,0,0,0,0,0,0,0,0,3,3,13,14,0,0,0,6,19,17,0,0,0,0,3,7,0,0,0,0,5,12,55,44,96,153,156,305
UCL321080,0,4,3,33,20,54,0,4,3,0,0,0,29,24,60,14,12,27,7,0,3,0,0,0,21,15,33,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,3,4,8,0,0,0,0,3,0,0,0,0,4,3,4,0,0,0,3,4,9,3,3,7,3,3,7,0,0,0,3,11,12,48,37,87,112,92,212
UCL321081,9,6,16,31,22,53,11,3,16,0,0,0,40,27,69,19,14,34,4,3,11,0,0,0,29,12,45,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,3,3,8,0,0,0,0,0,0,0,3,3,3,7,7,0,0,0,4,11,14,0,0,0,0,0,0,0,0,0,0,0,0,35,26,58,115,94,210
UCL321082,11,9,23,20,18,40,21,21,45,12,7,21,59,47,101,18,23,44,9,8,18,15,3,18,42,36,77,7,3,6,0,3,3,3,3,3,0,0,3,0,0,0,8,9,16,3,3,3,0,0,3,0,0,0,7,6,13,0,0,0,11,14,20,0,0,0,0,8,11,0,0,0,0,12,12,55,67,118,175,187,363
UCL321083,15,15,33,50,45,89,0,0,0,0,0,0,50,45,89,44,40,83,0,0,0,0,4,4,44,38,85,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,30,12,37,146,120,261
UCL321084,3,0,7,18,20,45,0,0,0,0,0,0,18,20,45,9,5,18,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,3,3,0,0,0,0,3,3,62,43,107,102,94,196
UCL321085,0,3,3,16,7,21,0,3,4,3,4,4,20,15,28,7,8,15,3,7,9,8,4,17,20,22,38,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,3,5,10,0,0,0,0,0,4,3,4,5,0,0,0,5,10,20,0,3,3,0,0,0,0,0,0,0,3,3,14,16,29,64,72,130
UCL321086,4,8,16,43,37,77,8,7,18,15,18,31,62,63,125,20,17,35,5,4,8,3,4,7,26,29,53,0,0,0,0,0,3,0,0,0,3,9,12,0,0,0,6,7,13,0,0,0,0,4,4,0,0,0,3,0,6,0,0,0,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,73,63,141,180,174,359
UCL321087,14,7,17,36,48,80,8,6,15,20,23,47,61,76,138,31,34,59,11,11,22,12,13,23,49,56,106,0,0,0,0,0,0,5,0,7,3,11,11,0,0,0,7,15,25,3,3,11,3,3,5,0,0,0,0,5,8,0,0,0,7,15,21,0,3,3,0,3,6,0,0,0,0,6,10,606,40,644,747,219,971
UCL321088,0,0,0,13,16,30,0,0,0,0,0,0,14,15,33,8,8,20,0,0,0,4,3,4,18,8,26,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,88,77,165,125,121,244
UCL321089,5,3,8,16,18,29,8,3,7,5,4,14,27,23,52,20,18,31,5,3,7,5,10,15,27,26,55,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,0,3,3,8,11,23,72,75,153
UCL321090,13,9,19,48,29,77,14,11,27,14,5,13,75,49,117,35,33,70,0,0,3,15,10,30,46,49,96,3,4,4,0,3,3,0,0,0,3,11,14,0,0,0,7,16,24,3,5,12,0,3,4,4,0,3,0,6,12,0,0,0,9,20,28,0,0,0,0,0,0,0,0,0,0,4,3,54,49,101,195,188,391
UCL321091,0,3,3,17,17,38,0,0,3,0,0,0,22,19,38,8,5,13,3,5,4,0,3,6,11,15,24,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,3,8,3,0,3,0,0,0,0,0,0,4,0,4,51,44,95,99,83,182
UCL321092,8,6,13,39,50,85,0,0,0,0,0,0,37,50,85,6,8,20,3,0,7,3,4,3,18,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,13,31,89,86,172
UCL321093,3,7,13,6,10,13,4,10,11,11,12,21,15,27,45,0,3,3,12,3,16,20,15,40,34,26,60,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,5,7,8,0,0,0,5,12,17,0,0,0,0,0,0,0,0,0,0,0,4,7,14,19,73,85,164
UCL321094,3,0,3,20,28,42,18,4,19,0,0,0,35,35,64,5,6,15,0,0,0,0,0,0,5,6,15,0,3,3,0,0,0,3,0,3,3,3,9,0,0,0,4,9,11,0,3,5,0,0,0,0,0,0,3,3,6,0,0,0,7,9,12,0,0,0,0,0,3,0,0,0,0,3,0,21,16,37,72,75,147
UCL321095,5,0,5,30,18,53,11,13,23,0,0,0,41,28,72,26,29,51,0,0,0,0,0,0,23,29,53,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,8,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,7,6,0,0,0,0,7,9,47,48,93,125,119,242
UCL321096,3,0,4,32,18,52,0,0,0,0,0,0,32,23,50,7,4,7,0,0,0,3,0,3,5,4,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,58,75,53,134
UCL321097,0,0,0,24,13,30,0,0,0,0,0,0,24,13,30,12,9,13,3,4,6,0,0,0,12,7,19,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,64,57,120,99,87,188
UCL321098,0,15,11,29,37,66,9,6,6,3,3,5,36,41,83,20,24,45,3,4,10,10,11,15,29,40,70,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,11,15,0,3,3,0,0,0,8,9,11,0,0,0,9,25,35,4,0,3,0,5,8,0,0,0,6,3,11,20,20,37,109,145,248
UCL321099,0,0,3,4,18,23,0,0,0,0,3,3,7,18,29,7,3,8,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,8,8,58,60,120,78,91,161
