SED_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SED40046,50,82,54,44,62,39,14,346,3,3,0,0,0,3,0,16,0,0,0,3,0,0,0,3,77,147,112,77,130,100,48,700,3,11,8,0,5,0,0,33,0,9,3,0,3,3,3,24,4,20,7,0,8,4,0,57,87,168,119,86,146,106,50,757,90,92,55,40,61,23,19,373,0,0,0,0,0,0,0,0,173,255,172,120,203,130,69,1128
SED40047,71,147,109,79,116,39,16,572,3,0,3,0,4,3,0,19,3,0,0,0,6,0,0,16,112,232,205,154,243,94,50,1082,3,14,3,6,5,3,0,43,19,32,8,12,4,3,0,75,22,40,15,18,14,12,3,119,132,269,218,166,260,105,50,1204,139,128,83,62,63,15,6,500,0,3,3,0,8,0,0,16,274,402,305,237,322,120,62,1721
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,63,158,138,82,86,13,7,548,9,7,3,3,9,0,3,27,0,3,4,0,7,0,0,14,99,239,183,153,191,21,5,887,3,16,7,9,13,0,0,45,9,21,14,7,5,0,0,63,11,40,26,10,20,3,0,107,106,276,206,159,206,26,5,995,177,158,85,51,55,6,4,535,0,3,4,3,3,0,0,12,289,431,296,212,268,31,14,1539
SED50205,32,69,49,50,71,34,8,315,0,0,0,0,7,4,3,15,0,0,0,0,3,0,0,9,61,120,126,116,167,89,49,734,0,3,5,0,8,6,0,26,5,12,11,0,6,0,0,36,9,19,15,3,12,6,0,61,67,141,139,121,183,98,57,799,50,57,19,21,40,28,15,232,0,0,0,0,0,0,0,5,122,197,153,147,223,127,68,1044
SED50302,112,200,136,95,143,21,16,722,20,18,8,7,11,3,0,60,0,3,3,6,3,0,0,12,193,347,237,184,289,65,35,1340,16,51,28,27,32,8,0,165,33,64,28,16,15,6,0,160,52,114,58,45,46,8,3,328,238,462,302,226,332,70,42,1669,489,391,172,105,118,27,12,1320,14,6,0,3,4,0,0,28,745,860,467,334,455,99,51,3012
SED50404,62,104,64,45,76,26,17,391,7,0,0,3,5,3,0,16,5,0,0,0,3,0,0,9,91,180,112,94,147,83,49,757,3,16,13,7,13,3,6,58,5,18,6,6,5,3,4,57,12,32,19,18,15,5,8,117,107,212,128,108,158,88,63,870,105,73,39,21,30,22,10,303,0,5,0,0,0,0,0,4,211,293,172,133,193,110,67,1187
SED50502,66,133,97,44,87,36,15,477,11,3,6,6,3,0,0,29,0,7,3,5,5,0,0,20,119,216,165,123,197,96,41,966,6,19,14,12,13,3,4,72,16,30,21,7,11,0,0,86,24,49,35,24,18,4,4,158,146,268,205,146,219,98,48,1125,220,156,96,52,68,19,8,612,15,6,3,3,0,0,0,29,376,429,303,197,283,113,58,1765
SED50605,31,63,71,53,66,31,16,339,3,7,6,3,3,0,0,15,0,3,3,3,0,4,0,19,64,128,130,115,155,84,40,709,4,3,3,4,9,0,0,26,5,15,12,9,4,4,3,56,7,17,18,10,13,10,3,76,70,148,149,129,160,90,41,787,42,84,45,25,40,20,19,277,3,0,0,0,0,0,0,3,118,237,191,155,208,108,56,1070
SED50702,49,104,64,46,62,27,23,377,3,5,3,3,4,0,0,18,3,3,0,3,4,0,0,19,94,198,120,111,150,72,52,794,13,25,9,5,12,9,3,81,14,33,19,5,8,7,3,88,22,62,31,15,21,13,3,169,116,260,149,121,174,80,55,960,185,173,86,54,45,8,9,559,12,5,8,3,0,0,0,25,311,443,237,177,218,94,58,1546
SED50806,67,152,95,51,109,10,3,483,7,10,5,3,4,0,0,25,0,0,0,0,0,0,0,0,103,234,173,133,221,27,14,904,4,29,14,5,3,0,3,67,11,51,15,8,17,0,0,98,22,74,34,12,17,3,3,168,127,303,208,149,238,29,10,1070,276,218,85,86,72,7,3,751,3,11,10,9,3,3,0,34,403,534,298,240,315,41,16,1848
SED50904,190,346,233,146,205,53,22,1210,31,21,19,6,13,3,0,83,9,19,8,5,16,5,3,72,342,617,414,313,504,155,69,2418,32,83,45,27,34,13,6,245,51,82,67,29,33,3,5,280,87,172,110,60,72,14,14,530,432,790,524,370,575,175,83,2946,633,529,280,132,131,37,26,1764,11,18,14,9,0,0,0,55,1075,1335,821,514,708,210,106,4762
SED51005,61,112,81,37,70,25,20,409,11,8,5,3,3,0,0,27,0,0,0,3,0,3,0,13,121,204,145,97,168,81,61,884,3,18,15,12,17,4,0,76,12,34,10,5,13,0,0,75,19,50,27,16,28,10,3,149,137,253,168,116,196,87,66,1031,213,185,115,61,71,25,25,690,3,0,0,0,0,0,0,10,359,446,281,178,267,115,83,1728
SED51104,34,100,68,52,75,24,12,368,0,3,0,3,6,4,0,18,3,3,3,0,0,0,0,16,58,175,128,82,192,68,39,744,3,8,6,7,0,0,0,22,8,8,3,0,5,0,0,19,10,15,12,4,8,3,0,39,67,188,140,93,193,66,39,789,39,52,35,21,12,4,5,177,0,0,0,3,0,0,0,10,109,240,176,114,207,76,48,971
SED51201,36,97,76,53,56,4,0,324,9,3,8,0,3,0,0,24,0,0,0,0,3,0,0,10,78,172,141,105,122,11,0,622,3,20,18,12,4,0,0,55,11,32,16,12,5,0,0,73,11,51,30,21,10,3,0,129,92,216,173,127,133,11,0,752,225,223,118,72,56,0,3,695,4,7,3,3,3,0,0,19,328,450,293,196,186,11,3,1462
SED51304,41,108,64,54,74,27,18,388,7,4,0,0,0,0,0,18,0,3,0,3,0,0,0,8,64,185,141,120,169,80,44,807,3,7,6,6,3,0,0,24,5,12,8,0,10,0,0,46,11,17,15,9,7,5,0,72,79,204,164,131,180,83,48,879,35,61,41,38,38,23,20,256,0,0,0,0,0,0,0,0,114,260,202,164,219,104,67,1137
SED51405,85,170,100,81,99,31,21,583,11,12,5,0,5,0,4,36,5,0,0,0,0,0,0,13,159,288,190,138,223,82,59,1137,14,22,22,3,12,10,0,83,10,31,11,4,10,3,0,80,22,50,37,16,20,9,0,164,184,343,223,149,243,95,56,1303,152,175,76,42,67,26,9,540,0,4,0,4,0,0,0,9,341,515,300,196,310,115,65,1849
SED51506,70,165,127,83,120,4,6,582,10,7,12,3,5,0,0,47,0,3,0,4,3,0,0,10,119,255,215,173,253,31,10,1049,11,16,13,12,14,3,0,77,17,44,8,6,16,4,0,97,29,59,21,26,32,5,0,174,143,311,244,192,281,32,10,1221,278,234,107,56,55,4,0,724,0,4,3,0,0,0,0,14,418,548,354,255,332,39,10,1957
SED51604,24,77,59,47,84,42,25,362,0,0,3,0,5,6,0,11,0,0,0,0,0,0,0,9,43,134,138,98,185,90,56,735,0,3,6,3,7,3,0,24,4,9,11,6,8,3,3,37,4,16,12,10,11,10,3,62,51,150,155,104,195,99,61,800,34,48,49,49,50,17,17,260,0,0,0,0,0,0,0,3,81,193,199,156,241,109,78,1066
SED51702,108,221,115,77,79,26,12,643,14,11,4,7,7,3,0,39,0,3,3,0,5,0,0,19,205,403,226,175,203,67,42,1322,16,21,17,6,14,3,5,74,23,24,24,10,15,3,0,98,37,49,34,20,26,4,5,175,243,448,266,191,227,76,48,1495,181,164,75,63,43,6,10,546,4,9,0,0,0,0,0,15,428,623,341,258,270,85,54,2054
SED51806,61,141,102,71,104,22,8,508,3,7,8,6,4,0,0,29,4,3,3,0,0,3,0,15,99,260,208,147,201,51,19,987,13,26,17,8,25,3,3,94,26,35,22,17,15,0,0,117,39,60,39,29,38,3,3,214,141,318,252,175,239,50,18,1199,226,188,98,58,75,9,0,665,0,0,0,0,0,0,0,4,368,510,351,236,314,62,22,1863
SED51903,71,150,74,50,60,0,0,406,12,13,3,8,10,0,0,42,0,5,4,3,3,0,0,18,149,296,199,170,204,11,7,1038,14,31,21,14,6,0,0,98,14,27,9,7,6,0,0,62,27,62,36,24,16,0,0,163,181,359,237,191,221,13,7,1204,302,244,105,84,43,4,0,777,12,28,12,9,3,0,0,59,491,630,350,280,261,12,7,2034
SED52002,56,174,104,69,90,17,12,525,4,3,4,11,4,0,4,31,4,3,0,0,4,0,0,12,115,279,198,158,241,61,37,1089,15,31,12,11,14,4,0,89,10,41,18,8,12,0,0,84,20,69,35,17,25,10,0,179,137,354,231,172,266,68,40,1268,231,217,102,70,62,10,11,715,4,12,3,4,3,0,0,22,377,580,331,246,334,84,52,2004
SED52105,45,104,97,72,79,29,15,444,8,0,4,0,3,4,3,25,3,0,4,3,0,0,0,8,76,189,175,137,191,91,48,908,0,14,9,4,9,3,3,36,10,17,7,3,10,0,0,53,10,30,19,6,18,5,3,89,86,220,190,147,208,97,52,999,99,78,46,34,39,11,8,320,3,0,3,3,3,0,0,13,189,299,244,180,257,107,58,1331
SED52201,77,144,122,68,76,10,3,494,3,15,9,9,4,4,0,44,8,5,0,0,4,0,0,18,123,260,237,149,217,36,11,1038,8,35,25,18,24,0,0,108,19,38,24,16,13,0,0,112,25,74,46,35,34,4,0,218,150,335,290,185,256,38,14,1260,295,271,150,85,67,3,3,872,19,13,4,3,0,0,0,40,465,614,439,274,322,45,16,2179
SED52304,78,185,126,71,112,51,22,647,11,3,3,3,4,3,0,25,0,0,0,0,3,0,0,14,135,299,223,149,258,112,56,1229,8,21,17,16,18,13,0,98,13,26,19,7,12,3,0,83,23,52,39,20,33,12,4,185,156,347,259,172,290,128,59,1411,198,169,97,79,89,34,19,684,4,13,3,0,0,0,0,23,363,528,358,249,379,161,78,2121
SED52402,65,131,92,51,79,26,5,455,7,9,3,9,5,0,0,29,4,3,0,0,9,0,0,23,130,249,182,119,207,69,31,990,15,34,18,22,14,5,6,112,29,58,32,23,10,6,0,145,40,89,48,40,23,13,6,256,170,336,234,163,224,80,40,1239,285,283,141,63,76,23,11,886,13,8,4,6,0,0,0,27,466,624,375,230,305,103,50,2159
SED52504,28,77,60,54,71,17,20,329,6,10,5,3,3,0,0,27,0,0,0,0,5,0,0,3,54,151,129,101,171,53,47,708,3,9,4,0,3,0,0,18,3,14,5,0,4,0,0,26,5,20,9,0,10,0,0,42,62,171,141,102,176,53,47,752,50,56,49,22,24,11,7,228,0,0,0,0,0,0,0,0,110,227,189,129,207,67,55,983
SED52605,63,125,102,42,75,41,15,466,3,3,3,0,3,4,0,14,0,6,0,0,0,0,0,10,103,234,197,126,188,107,41,990,4,11,6,4,3,0,0,31,15,23,8,3,5,0,0,57,14,32,18,4,11,0,0,92,124,264,210,130,201,104,41,1077,117,91,48,35,38,8,11,338,0,0,4,3,0,0,0,7,233,357,260,170,240,111,53,1426
SED52704,51,121,79,60,73,36,18,439,6,8,3,4,6,0,0,34,0,6,0,3,3,3,3,17,85,210,154,141,198,93,43,930,9,14,9,9,9,3,0,59,12,30,8,7,3,3,0,70,13,43,22,20,15,4,0,128,104,254,176,160,214,101,49,1057,128,119,48,42,49,16,16,416,4,0,0,0,0,0,0,3,236,375,227,202,264,114,58,1485
SED52802,37,94,64,39,62,25,15,341,0,4,3,0,4,3,0,16,3,0,0,0,4,0,0,11,73,170,127,95,184,72,38,757,3,10,12,7,8,0,3,39,9,17,8,4,8,0,0,52,10,31,21,14,15,0,3,97,86,196,148,102,204,79,42,856,112,122,75,43,52,17,7,431,4,0,0,0,0,0,0,5,201,323,220,146,259,92,45,1292
SED52903,5,8,3,3,3,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,14,15,3,3,3,0,54,0,5,0,4,0,0,0,10,3,3,0,0,0,0,0,11,3,10,0,5,0,0,0,22,21,23,19,5,5,3,0,69,37,42,21,16,4,0,0,127,7,3,3,9,0,0,0,25,67,67,44,25,12,3,0,220
SED53003,84,121,78,45,37,0,0,360,3,6,5,4,3,0,0,26,10,9,3,3,3,0,0,28,174,276,191,108,106,6,0,859,29,35,16,18,14,0,0,108,17,39,20,11,12,0,0,92,44,71,37,32,18,0,0,204,223,348,226,141,125,6,0,1063,418,393,215,125,81,3,0,1235,23,30,15,9,0,0,0,79,662,769,461,275,200,8,0,2381
SED53104,44,105,66,61,78,23,15,400,3,3,3,4,6,0,0,26,0,0,0,0,3,0,0,5,57,170,142,130,197,66,47,812,4,12,8,4,9,0,0,34,3,9,3,11,10,0,0,37,13,21,9,9,13,0,0,68,70,196,151,139,213,67,47,878,70,66,35,19,25,0,4,213,0,0,0,0,0,3,0,6,133,261,191,160,240,72,51,1099
SED53205,149,266,137,94,119,35,13,811,9,11,5,4,9,0,0,42,3,7,3,3,7,3,4,22,258,469,303,199,288,98,54,1658,36,79,43,29,44,5,3,237,47,77,43,22,19,3,0,209,85,161,82,44,58,7,5,448,335,626,385,245,351,113,55,2105,504,453,212,115,119,36,13,1448,7,11,9,6,0,0,0,31,845,1087,603,366,467,143,71,3591
SED53306,81,149,112,81,96,16,8,540,9,9,4,9,11,0,6,45,3,3,3,0,4,0,0,22,131,244,200,153,213,48,29,1011,13,24,9,17,19,0,0,87,28,52,23,16,9,0,0,136,47,78,39,35,28,0,3,223,177,314,236,189,238,44,31,1234,382,343,170,98,101,15,7,1117,12,0,6,3,0,0,0,17,572,661,414,282,345,63,34,2372
SED53402,42,104,68,58,76,34,14,394,11,3,3,0,0,3,0,24,0,0,0,0,0,0,0,9,82,198,134,117,167,83,46,835,8,18,6,6,5,4,0,42,9,23,12,4,12,0,0,63,15,39,23,10,18,4,3,108,95,239,157,130,183,87,49,936,115,74,44,31,44,21,11,340,0,0,0,0,0,0,0,0,209,312,197,160,230,113,54,1275
SED53502,67,172,108,75,87,17,8,535,8,9,6,4,12,3,0,42,5,3,3,0,0,0,0,17,138,286,215,164,224,64,27,1124,20,21,13,14,21,8,0,99,12,26,24,17,8,0,0,92,27,44,44,25,37,10,0,188,164,334,260,186,259,79,28,1311,249,218,109,73,67,14,9,729,3,16,3,3,0,0,0,27,421,564,366,265,330,93,37,2069
SED53602,85,136,93,61,83,38,15,516,12,9,7,3,7,0,0,33,13,17,6,5,10,3,7,56,176,255,198,144,184,89,50,1095,14,50,30,21,20,7,3,158,29,43,19,19,11,9,0,125,44,89,52,35,32,17,5,286,227,339,249,177,220,107,54,1378,304,294,158,93,123,48,25,1039,8,11,9,5,4,0,0,45,536,648,417,281,348,155,82,2457
SED53701,29,82,60,37,52,3,0,265,3,4,4,0,3,0,0,23,3,0,0,8,5,0,0,14,52,151,138,104,104,10,0,556,5,14,12,3,6,0,0,44,6,13,8,9,3,0,0,39,12,26,15,9,8,0,0,79,62,184,150,113,118,11,0,639,147,156,57,24,31,0,0,425,5,4,3,0,0,0,0,11,216,337,218,143,143,15,0,1071
SED53802,45,90,61,55,64,32,10,361,9,4,3,0,0,0,0,16,0,3,0,0,0,3,0,7,98,173,124,107,163,96,44,798,4,9,10,11,10,8,3,55,4,25,10,7,6,5,0,62,13,39,13,12,20,19,3,121,106,213,141,118,180,111,46,920,142,105,66,48,40,20,26,439,0,4,3,0,0,0,0,8,249,319,208,171,218,131,67,1367
SED53902,44,98,54,43,44,32,11,332,4,5,3,0,0,0,0,15,0,3,0,0,6,0,0,12,82,167,114,93,140,82,34,710,3,11,5,7,9,5,0,38,8,16,7,6,3,3,0,40,7,21,19,10,8,3,3,83,94,192,130,105,150,87,36,794,106,72,20,21,35,16,12,281,0,0,3,0,0,0,0,8,198,262,153,128,181,105,45,1079
SED54006,58,177,126,77,105,23,0,570,8,11,15,8,9,0,0,41,0,4,7,5,3,0,0,15,87,261,210,141,213,39,8,953,11,30,17,22,17,0,0,91,12,42,15,4,11,0,0,85,22,70,38,29,26,0,0,177,104,330,241,171,239,36,5,1135,248,215,88,66,62,9,3,689,0,0,0,0,0,0,0,3,357,547,333,241,296,41,10,1820
SED54104,25,66,58,37,52,33,20,294,8,3,3,0,5,0,6,25,0,0,0,0,0,0,0,5,49,118,121,108,175,94,49,714,3,11,9,7,3,5,0,34,8,10,3,4,8,4,3,36,8,21,10,9,7,9,6,71,60,139,135,117,184,102,54,787,32,57,32,25,36,24,16,222,0,0,0,0,0,0,0,0,90,199,163,140,221,124,72,1006
SED54203,22,50,32,19,14,0,0,133,0,10,3,0,0,0,0,13,0,4,3,0,0,0,0,4,49,112,75,51,40,8,0,331,0,15,8,6,3,0,0,34,8,13,13,4,3,0,0,36,8,27,18,7,7,0,0,76,58,139,100,57,48,8,0,403,83,84,64,30,16,0,0,282,6,13,8,11,0,0,0,37,152,235,173,101,61,5,0,726
SED54304,53,93,74,55,86,38,11,407,8,3,0,0,0,0,3,18,3,4,3,0,4,0,0,12,84,175,148,114,221,108,41,887,0,9,10,3,9,3,0,34,3,17,8,9,9,3,0,51,7,22,18,14,19,6,0,86,86,197,166,128,243,111,40,980,84,92,44,29,44,23,10,318,0,0,0,0,0,0,0,0,173,286,208,164,286,132,47,1302
SED54404,30,71,49,34,37,23,14,254,10,5,3,0,3,0,0,22,4,3,0,0,0,0,0,6,78,123,105,75,101,74,41,593,3,11,0,6,0,3,0,27,5,12,14,6,3,4,3,51,6,21,19,10,5,6,7,77,83,142,120,91,103,81,51,669,53,48,37,24,33,14,7,220,0,0,0,0,0,0,0,0,133,197,155,112,140,97,56,892
SED54503,53,61,34,25,11,0,0,183,11,3,4,0,3,0,0,18,4,6,3,3,5,0,0,20,131,195,118,106,93,4,3,642,10,18,6,11,10,0,0,58,11,7,4,3,0,4,0,36,23,24,11,14,14,0,0,89,151,220,133,123,101,6,3,733,238,181,86,42,42,0,0,599,19,5,8,0,0,0,0,39,406,408,230,172,148,7,3,1365
SED54605,23,74,78,51,84,38,32,379,4,6,7,3,9,3,0,30,0,0,0,0,3,0,0,3,49,164,162,137,234,97,59,901,0,3,10,7,8,5,4,40,4,7,4,5,9,0,3,38,6,16,14,8,21,7,3,79,53,175,178,149,251,109,65,979,67,87,59,52,60,40,19,387,0,3,0,0,4,0,0,7,125,265,239,197,312,149,86,1369
SED54705,59,122,99,46,60,16,7,407,9,7,3,3,4,0,3,28,3,7,4,4,0,0,0,23,100,227,170,111,167,42,29,853,17,38,28,19,19,0,0,109,14,32,16,9,6,3,3,79,30,63,37,22,27,3,3,193,130,292,215,136,195,44,34,1046,240,214,107,45,59,18,12,684,6,10,4,3,0,0,0,17,375,506,318,184,256,64,47,1750
SED54804,53,112,74,46,68,30,22,405,6,0,3,3,0,0,3,23,0,0,5,0,0,0,0,6,88,199,147,99,172,94,69,863,6,7,13,7,7,5,6,52,6,15,6,3,4,0,0,43,6,28,18,9,14,11,6,92,95,227,170,109,186,99,75,953,67,83,56,38,29,12,8,293,4,3,0,0,0,0,0,7,165,314,221,143,211,119,78,1262
SED54905,45,75,56,24,61,40,15,318,3,0,3,0,4,4,3,14,0,0,0,0,4,0,0,5,72,141,119,78,147,104,53,710,0,11,9,5,12,6,0,46,5,12,10,3,8,0,0,35,9,25,10,10,16,6,0,77,85,164,133,83,158,111,57,785,71,85,53,32,50,30,20,339,0,7,3,0,0,4,0,15,155,256,186,113,209,141,79,1137
SED55005,66,152,106,70,110,43,25,576,7,3,3,0,8,3,0,26,3,5,0,3,3,0,0,16,122,260,217,165,263,108,64,1214,13,26,11,9,12,3,0,69,21,31,15,7,9,0,0,88,35,50,28,21,17,7,0,156,163,313,245,187,286,112,64,1373,169,135,66,60,67,31,20,542,3,3,0,0,0,0,0,10,330,456,314,242,352,143,89,1926
SED55102,60,138,95,63,89,30,19,497,3,3,5,5,8,0,0,24,0,7,0,0,3,0,0,12,111,242,211,170,224,79,30,1066,0,15,15,3,6,3,0,49,14,21,10,12,9,0,0,67,13,35,24,16,16,3,4,113,127,279,238,181,246,82,30,1182,161,170,74,45,43,7,0,502,3,3,0,0,4,0,0,8,286,449,312,230,287,88,34,1685
SED55206,71,188,119,86,102,10,4,595,5,7,6,3,5,0,0,33,0,0,0,4,6,0,0,8,89,272,196,170,225,25,13,985,0,13,6,19,14,0,0,52,11,34,8,9,4,0,0,68,11,47,15,27,17,0,0,118,101,313,212,190,246,25,13,1103,154,148,80,58,76,3,0,516,0,6,0,0,0,0,0,9,258,468,292,249,320,27,14,1629
SED55305,63,89,68,40,60,26,10,363,7,4,0,0,0,0,4,12,0,0,0,3,3,3,3,9,101,164,131,97,137,72,35,733,9,18,11,8,18,12,0,74,21,17,13,4,7,3,4,72,28,38,28,13,25,19,4,147,127,204,157,108,161,87,43,882,107,103,42,31,51,22,22,380,5,3,0,0,0,0,0,14,244,306,200,143,211,115,58,1274
SED55401,33,112,49,43,41,4,0,284,11,7,3,0,0,0,0,22,10,3,4,0,0,0,0,15,74,191,113,80,82,12,0,548,0,14,7,5,3,0,0,38,7,19,6,3,3,0,0,42,6,30,15,6,7,0,3,75,76,218,129,91,93,14,3,623,189,202,106,54,42,5,0,596,15,5,8,7,4,0,0,36,276,434,243,144,141,16,3,1254
SED55504,77,159,88,50,73,23,14,493,10,11,3,0,8,0,4,27,5,11,6,3,3,0,0,24,122,290,189,125,219,85,38,1071,0,14,8,3,16,7,3,57,16,34,20,6,11,0,0,80,16,49,32,14,23,10,3,140,133,335,217,137,248,91,45,1215,168,138,62,36,53,17,13,497,3,6,6,0,0,0,0,20,307,479,285,178,301,113,55,1731
SED55605,109,270,179,133,133,34,8,873,18,21,6,7,13,6,3,71,6,3,0,0,7,0,0,18,207,488,313,275,338,91,36,1745,24,62,27,19,15,7,0,156,43,66,22,24,7,0,0,161,68,124,52,39,24,5,0,317,277,611,369,312,360,95,39,2059,437,362,143,97,86,20,6,1157,12,0,5,0,0,0,0,17,718,974,514,412,452,113,49,3230
SED55706,48,143,141,88,113,3,0,537,5,22,14,10,3,0,0,56,4,3,6,0,3,0,0,13,71,243,237,168,220,12,3,951,3,11,9,12,8,0,0,47,7,25,15,9,19,0,0,67,10,38,28,15,21,0,0,118,82,274,264,185,240,11,3,1063,147,132,75,60,57,7,0,483,3,4,3,0,0,0,0,9,232,416,346,249,300,20,6,1556
SED55802,102,215,160,107,142,47,17,794,18,11,9,7,3,0,0,47,6,3,4,0,3,4,3,27,207,407,324,236,362,140,58,1726,28,28,19,10,23,6,4,121,18,50,29,8,17,7,0,135,50,77,48,21,37,10,7,251,259,485,373,255,396,151,61,1977,355,359,165,90,97,39,20,1116,5,10,3,3,0,0,0,30,617,857,537,350,488,190,86,3125
SED55905,64,146,81,66,107,32,29,524,7,4,0,9,3,3,0,26,3,0,0,0,3,0,0,13,104,216,158,134,208,78,53,959,8,8,8,7,11,4,3,42,21,25,16,11,4,0,5,75,24,30,20,14,17,4,7,123,135,249,183,155,228,85,61,1082,164,176,87,70,63,25,14,591,3,9,5,0,0,0,0,18,299,435,269,220,294,106,77,1697
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,10,26,20,13,27,10,0,102,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,41,37,24,38,7,0,162,0,4,4,3,3,0,0,14,0,7,5,3,0,0,0,13,0,9,9,4,5,0,0,28,21,50,44,29,41,7,0,195,54,61,25,18,16,0,0,183,4,0,0,0,0,0,0,4,77,110,67,48,60,7,0,376
SED60106,69,130,104,60,87,23,4,476,23,18,7,6,4,0,0,50,5,3,0,3,6,0,0,17,114,227,162,119,220,60,26,925,3,3,4,4,8,5,0,31,3,20,10,5,6,0,0,45,8,24,10,14,12,7,0,73,117,251,178,134,230,65,26,1003,146,136,53,33,51,8,4,426,3,7,4,0,0,0,0,14,267,385,229,168,280,78,35,1442
